"","p","d","m"
"8625",584,1,9760.51873238304
"8626",859,0,11494.5562328203
"8627",695,0,10427.4359108554
"8628",584,1,13597.3154554115
"8629",584,1,13042.7767925336
"8630",584,1,10814.3893084662
"8631",770,0,10239.2821129913
"8632",584,1,12066.3523377771
"8633",695,1,12796.961958942
"8634",695,0,8588.27200957928
"8635",584,1,13297.5643927489
"8636",584,1,10071.608260061
"8637",689,1,13104.9153087874
"8638",695,1,12396.8573517707
"8639",584,1,12960.0370907485
"8640",695,1,13273.3646577297
"8641",695,1,11067.659165334
"8642",584,1,10654.0762342815
"8643",584,1,12941.4477956009
"8644",689,1,13046.4918229535
"8645",695,1,11775.2423011718
"8646",770,0,8424.23687537831
"8647",695,0,7901.55965042251
"8648",584,1,15675.7701982343
"8649",584,1,7324.46382774826
"8650",770,1,16179.0893423278
"8651",859,0,7684.09633365863
"8652",584,1,8134.0917882826
"8653",584,1,11442.4783782644
"8654",584,1,11710.4928180373
"8655",584,1,10101.4636902102
"8656",584,0,8437.92882451652
"8657",666,0,8625.51252946971
"8658",584,1,10302.3085726105
"8659",666,0,8019.3951818099
"8660",584,1,9707.14228161165
"8661",770,0,10213.4405103919
"8662",584,1,14286.7198449497
"8663",584,1,8580.49152219398
"8664",584,1,10132.7322571018
"8665",584,0,7784.8157261188
"8666",584,1,10959.0123951158
"8667",695,0,8762.39805403709
"8668",770,0,10227.7235727949
"8669",695,1,11746.5159420769
"8670",695,1,10543.0831810662
"8671",584,1,13344.7560590186
"8672",770,1,12522.4225250726
"8673",770,0,9041.58097402197
"8674",695,0,9070.64627175995
"8675",695,0,9222.2073468325
"8676",584,1,9866.85112836637
"8677",666,1,14585.0239915276
"8678",770,1,13932.3406998853
"8679",584,1,6293.72465463133
"8680",584,1,11840.2817386848
"8681",689,1,14351.0045870672
"8682",584,1,12585.7267772172
"8683",584,1,11032.8800161535
"8684",584,1,11115.4601925254
"8685",695,0,8099.33800907568
"8686",584,1,8219.22118785851
"8687",770,1,10244.0195234406
"8688",695,1,13818.9765200569
"8689",584,1,11885.4084350469
"8690",584,0,6847.28664728077
"8691",584,1,11746.3235515159
"8692",695,1,11209.5473866312
"8693",584,1,11236.2175454136
"8694",584,1,10443.5577255649
"8695",584,0,7956.94130501352
"8696",584,1,12428.0588116709
"8697",584,1,11481.3573083189
"8698",584,1,11206.8954580732
"8699",584,1,13522.9694159307
"8700",770,0,10776.9992625345
"8701",695,1,14164.6886527706
"8702",584,1,10881.8580381241
"8703",584,1,8306.81953981814
"8704",695,1,14443.426451917
"8705",584,1,11635.4791797959
"8706",584,1,11058.8339492735
"8707",695,1,10537.3073940152
"8708",584,0,8684.07556979546
"8709",695,0,11531.3441104473
"8710",695,0,10771.9259362533
"8711",695,1,12934.2660143362
"8712",695,1,12095.1993240554
"8713",695,0,9989.46804937635
"8714",584,1,14267.1713848122
"8715",584,1,12465.0582648962
"8716",584,1,10327.7428007526
"8717",770,1,12863.2931663812
"8718",695,0,9737.58169392316
"8719",584,1,10246.1008765187
"8720",584,1,14950.503867989
"8721",584,1,8867.77346838079
"8722",695,0,6467.83572269452
"8723",584,0,7227.38845271068
"8724",584,1,15613.0698539148
"8725",584,0,7325.46073506309
"8726",770,1,14543.4671587229
"8727",584,1,12849.4633911793
"8728",584,1,8491.53065247795
"8729",695,1,12042.082690628
"8730",695,1,15189.4758088373
"8731",584,1,10530.8142638996
"8732",584,1,10420.7068097852
"8733",584,1,13852.6321162652
"8734",584,1,9257.96459957372
"8735",584,0,9292.60219590539
"8736",859,0,11720.4636337246
"8737",584,1,12357.6724064593
"8738",695,1,14771.4462321045
"8739",695,1,11045.8833407888
"8740",695,1,14128.2795730853
"8741",584,1,8237.35354349446
"8742",859,0,12829.7486470231
"8743",584,0,9351.7594865042
"8744",666,1,11704.1999242305
"8745",695,0,9056.34793553326
"8746",770,0,7455.77448964272
"8747",584,1,14693.7083343724
"8748",859,0,9556.4189942949
"8749",695,0,8419.4516442389
"8750",770,0,7847.36313219475
"8751",695,1,12567.0788470565
"8752",584,1,12377.2820090791
"8753",770,0,14543.4123226845
"8754",584,1,14289.537907657
"8755",689,1,11931.9940571414
"8756",695,0,10006.905290533
"8757",770,0,8727.18406609381
"8758",695,0,12059.5332762206
"8759",695,1,15952.3536909681
"8760",695,1,12440.0411540391
"8761",695,1,14671.5838864752
"8762",695,1,11916.206676475
"8763",695,1,12251.5032430752
"8764",695,1,14913.7210015689
"8765",695,0,7261.47755049782
"8766",666,1,10810.6180574819
"8767",770,1,10543.3935510255
"8768",584,1,9189.15624905538
"8769",695,1,10859.7942362078
"8770",584,1,10726.4575601882
"8771",770,0,6468.88337080482
"8772",584,1,10684.7527897965
"8773",666,1,9143.94563942157
"8774",584,1,12576.7211261591
"8775",584,0,9151.7486348179
"8776",695,1,12874.23141653
"8777",584,1,11076.4023055083
"8778",584,1,13456.3283958035
"8779",584,1,8382.04268126598
"8780",770,0,9606.94303290445
"8781",584,1,9128.96498194156
"8782",584,1,14857.9228783624
"8783",584,1,14639.5844783592
"8784",666,0,9699.95490533734
"8785",689,0,5677.49137426703
"8786",695,0,7126.45988502155
"8787",666,1,12796.6790885088
"8788",770,0,9583.8186141089
"8789",584,1,11035.8757109365
"8790",695,1,7933.1604056119
"8791",770,1,10627.0728299847
"8792",695,1,14164.2438580619
"8793",584,1,10599.7399419732
"8794",584,1,8567.83684579831
"8795",695,1,12290.6505243291
"8796",584,1,14091.9126276497
"8797",695,0,9047.94531837421
"8798",584,0,6325.34267075776
"8799",770,0,9528.42693371338
"8800",584,1,10169.677643086
"8801",584,1,9977.24136999215
"8802",584,1,7922.464322023
"8803",666,0,8176.53738675258
"8804",584,1,12773.3495171134
"8805",666,1,11581.3437699088
"8806",666,1,11416.7450741806
"8807",584,1,10599.9409199547
"8808",770,0,11027.0551462846
"8809",695,1,13415.5768427929
"8810",770,0,7541.34572239286
"8811",584,1,12497.7065848806
"8812",695,1,12310.3153557485
"8813",770,0,11786.360154407
"8814",770,0,11506.5977834195
"8815",859,0,8384.22698415537
"8816",584,1,11808.3907540516
"8817",666,1,11024.0862163325
"8818",770,0,9550.42946013581
"8819",584,1,13450.3761489009
"8820",695,1,14130.5041532823
"8821",770,0,11381.72150319
"8822",584,1,11516.6329105271
"8823",695,0,9095.84606755339
"8824",770,0,8891.07178269799
"8825",695,0,9828.23032973798
"8826",584,1,13441.2728798998
"8827",584,0,7802.55193833687
"8828",695,1,13388.7999695733
"8829",584,0,9301.78018441221
"8830",584,1,11160.2648338635
"8831",584,1,16319.7795114715
"8832",770,0,11106.1835525116
"8833",666,1,8975.40763297122
"8834",695,0,9643.46362154614
"8835",695,0,8943.39758108938
"8836",584,1,12702.5461401598
"8837",584,1,13884.6255227311
"8838",666,0,8195.78222408016
"8839",695,0,7916.69516521435
"8840",584,1,11118.3429072322
"8841",695,1,13363.8456011421
"8842",584,1,14354.6173204365
"8843",695,1,10493.6049361357
"8844",695,0,9362.84392850148
"8845",695,1,12904.7820023828
"8846",584,1,11194.6502323884
"8847",695,0,8558.81984012572
"8848",666,0,9737.00203300903
"8849",584,1,15318.1443421432
"8850",695,0,9985.2821415206
"8851",695,0,7919.15527356956
"8852",584,1,11994.1613547951
"8853",584,1,14407.9553311858
"8854",584,1,8794.00530271167
"8855",584,1,13496.6497256897
"8856",695,1,14804.7345269844
"8857",770,0,11722.5687148865
"8858",584,1,13364.3582086183
"8859",584,1,10798.6687459431
"8860",770,1,14207.5838737337
"8861",695,1,13064.9794289775
"8862",695,1,15747.4316580198
"8863",695,1,14615.1728022744
"8864",695,1,12030.5695627575
"8865",584,1,12535.3084934438
"8866",584,1,12214.5986880285
"8867",584,1,9735.79183733309
"8868",859,0,8651.05229691431
"8869",695,1,13586.1090710647
"8870",695,1,15261.333455986
"8871",666,0,9148.54278008436
"8872",666,1,12242.3398316249
"8873",695,0,10415.3128465264
"8874",584,1,13020.8738618242
"8875",584,1,10885.1118300916
"8876",584,1,11834.2377145565
"8877",666,1,10091.6631915463
"8878",770,0,8992.21312493246
"8879",584,1,14124.7902964388
"8880",770,1,10036.930947695
"8881",584,1,8533.28298067197
"8882",859,1,13292.1417701412
"8883",666,1,9789.35501184347
"8884",770,0,10666.3864966747
"8885",584,1,9402.27653854304
"8886",695,0,9758.20112578625
"8887",584,1,12235.2769604889
"8888",695,1,11957.8728932517
"8889",584,1,11771.1565470121
"8890",770,0,11685.8630081169
"8891",584,1,11280.6782089122
"8892",584,0,4984.49800802231
"8893",584,1,10941.3284089136
"8894",695,1,10523.8311592638
"8895",770,0,5553.36942083431
"8896",584,1,8835.64579608337
"8897",584,1,7591.69778901019
"8898",770,1,9933.43500896306
"8899",584,1,12393.7261363909
"8900",584,1,11363.5803734583
"8901",695,1,13607.8839584594
"8902",695,0,11536.2192776522
"8903",584,1,12798.2816556791
"8904",695,1,13567.8752817132
"8905",695,1,10794.0651426273
"8906",770,1,11495.8733877073
"8907",584,1,11603.9686789024
"8908",584,1,10852.0643950719
"8909",770,0,10085.3131982467
"8910",666,1,13874.5923628431
"8911",584,1,9904.98413591645
"8912",859,0,10093.0296642589
"8913",584,0,5248.39623688052
"8914",584,1,10664.7445970035
"8915",770,1,13198.2348576675
"8916",770,1,11909.6004790825
"8917",770,0,10024.8698524436
"8918",666,0,8611.46615166105
"8919",584,1,11990.3307355308
"8920",584,1,9487.67146033352
"8921",770,0,10236.7856607987
"8922",695,1,13161.1865908927
"8923",770,0,8378.47195524789
"8924",584,1,12777.686926636
"8925",859,1,13072.519656687
"8926",584,1,10289.7058155192
"8927",695,1,13103.0037686285
"8928",859,0,10691.4606514941
"8929",584,1,13837.8709017936
"8930",695,1,12557.4375368579
"8931",584,0,9551.61759893527
"8932",584,1,12699.7596876772
"8933",584,1,8081.01466911755
"8934",584,1,11775.0113859243
"8935",666,1,10926.4569205533
"8936",695,0,12317.0136189777
"8937",666,1,14796.2495182129
"8938",584,1,10081.6473303816
"8939",695,1,11233.060919924
"8940",695,0,10632.5257755001
"8941",666,0,10310.5266072451
"8942",695,0,8371.87749992071
"8943",695,1,10835.1345410148
"8944",695,1,12244.6303983772
"8945",695,0,7581.48962147522
"8946",695,1,12013.1170045901
"8947",584,1,12652.367678885
"8948",770,0,11760.098066826
"8949",584,0,8388.37443373746
"8950",859,0,7030.36466189871
"8951",584,1,12546.3745933462
"8952",695,0,9258.09197336601
"8953",770,0,10677.4413151003
"8954",584,0,6687.46000843787
"8955",695,0,7479.67439387856
"8956",584,1,12683.6555289333
"8957",859,1,11223.6527927546
"8958",695,0,10145.8546800407
"8959",584,1,14988.4703709089
"8960",770,0,11708.2590199231
"8961",770,0,9726.15523071299
"8962",695,0,7710.0383145732
"8963",584,1,15347.5092961274
"8964",584,1,11309.7576101639
"8965",666,1,11001.5589929689
"8966",584,1,12175.7848375298
"8967",666,1,9730.78238917422
"8968",584,1,13244.4134308198
"8969",770,1,13334.5196700904
"8970",695,1,10682.6051161533
"8971",584,1,12904.2805471436
"8972",695,0,9437.94243942261
"8973",770,0,10568.1740590672
"8974",584,1,16313.8851515003
"8975",584,0,8980.75292399724
"8976",584,1,10727.5215134309
"8977",584,0,7032.71662657911
"8978",770,0,11960.2601739463
"8979",695,1,13483.1185705479
"8980",584,1,9935.17392964377
"8981",666,1,12963.3560811636
"8982",770,0,9047.46192852198
"8983",584,1,8192.09839420535
"8984",770,0,9693.54143095204
"8985",584,1,9110.46555449013
"8986",584,1,11240.1948281719
"8987",584,1,16737.5097715162
"8988",770,1,10608.0079137085
"8989",666,1,12765.1849095761
"8990",695,0,9858.75592288839
"8991",666,1,11449.2302403633
"8992",695,1,11489.4855270838
"8993",584,1,13378.9594276218
"8994",695,0,8086.3846731764
"8995",695,0,8320.15655994297
"8996",770,0,7970.64781304966
"8997",584,1,12832.0832175995
"8998",666,1,13228.0410451208
"8999",584,1,12408.2553514636
"9000",695,0,9864.7662354931
"9001",859,0,7867.68365458722
"9002",584,1,13343.6522493289
"9003",584,1,7747.85734860897
"9004",666,1,8984.13229063078
"9005",584,1,13080.0582475701
"9006",584,1,11324.5095640981
"9007",584,1,10276.5538589474
"9008",695,0,11256.4522005737
"9009",584,1,13416.7280606068
"9010",695,0,8976.95130034683
"9011",666,0,7352.8521239004
"9012",695,0,9619.24029457769
"9013",584,1,12431.2072155499
"9014",584,1,11737.8716515369
"9015",695,1,12264.7425288215
"9016",695,0,8851.98825486217
"9017",770,0,9198.75877777302
"9018",695,0,9013.26027328739
"9019",584,1,10958.4601566908
"9020",584,1,9973.48282447691
"9021",695,0,6318.79211076518
"9022",695,1,10047.7614863346
"9023",584,1,7211.07496769659
"9024",666,1,7436.64609145
"9025",584,1,11452.0910542006
"9026",584,1,9254.81708182302
"9027",770,0,9334.77335715733
"9028",695,1,11629.1706924584
"9029",584,1,11280.4273257773
"9030",584,1,12871.2534645514
"9031",770,1,12845.2808407002
"9032",584,1,9497.47101542397
"9033",695,1,11515.8086785227
"9034",584,0,6217.61421141848
"9035",584,1,11492.0911537185
"9036",695,0,9739.36294952408
"9037",584,1,10650.4706544111
"9038",584,0,9069.70017841853
"9039",689,0,8172.23709256973
"9040",695,1,12049.3911123328
"9041",666,1,13707.8096768237
"9042",584,1,10146.4290096369
"9043",584,1,11104.4933623781
"9044",584,1,8080.74830289384
"9045",584,1,13443.3586194313
"9046",584,1,12520.9821491234
"9047",584,1,8884.54673960536
"9048",584,1,8240.26536974257
"9049",666,1,11182.8220199184
"9050",859,0,10595.2756108549
"9051",695,1,10286.3808766155
"9052",695,1,11057.1158716087
"9053",695,0,7396.3577437828
"9054",584,1,8016.25538659806
"9055",584,1,9066.20099184397
"9056",695,0,10144.1667459391
"9057",695,1,12212.150662179
"9058",584,1,13675.2123429082
"9059",770,0,10303.9884880354
"9060",689,1,10933.6049168879
"9061",584,1,10022.4203477079
"9062",695,0,8218.06207342931
"9063",584,1,11874.7555152158
"9064",584,1,9453.06656657528
"9065",666,1,12508.9108712342
"9066",666,1,9820.66277903158
"9067",770,0,11755.8051855505
"9068",584,0,9265.26991083335
"9069",695,0,10354.8066723154
"9070",695,0,6759.11135701406
"9071",584,1,7109.71215995949
"9072",584,1,10409.2305775246
"9073",689,1,12104.2635148934
"9074",584,1,9313.1891796399
"9075",770,1,12660.9221765997
"9076",695,1,12498.280419823
"9077",584,0,7489.03570385544
"9078",584,1,8629.64905970502
"9079",584,1,9565.64349034464
"9080",584,1,5815.54143420994
"9081",584,1,11484.454759627
"9082",695,0,8140.49580983824
"9083",770,0,11223.226457791
"9084",695,1,12581.2478253515
"9085",584,1,13502.6088721528
"9086",584,1,10834.6772635465
"9087",584,1,10581.1586411201
"9088",770,0,10107.420696092
"9089",695,1,10532.0839578027
"9090",770,0,9238.38862373928
"9091",584,1,10223.6822337858
"9092",695,0,6546.24533243475
"9093",770,1,10833.6707752777
"9094",689,0,8076.63754940014
"9095",695,1,8243.36399456661
"9096",584,0,7180.36380748743
"9097",695,1,10263.1573661481
"9098",584,1,11155.5520851757
"9099",859,0,10407.2252011835
"9100",770,0,8491.43549874057
"9101",584,1,10474.9629098198
"9102",584,1,9108.19524402928
"9103",770,0,11325.5994078729
"9104",584,1,8080.62487714257
"9105",770,0,12018.5618791877
"9106",584,1,12864.9664419831
"9107",695,1,12514.9209503335
"9108",770,1,13003.1158982771
"9109",584,1,10763.1411837575
"9110",584,1,8059.50627104489
"9111",695,1,12871.1138246644
"9112",584,1,10862.3668983199
"9113",695,0,7648.83448988249
"9114",584,1,10032.0863334114
"9115",666,0,8253.54602202448
"9116",695,1,10734.2625114836
"9117",584,0,8125.91952022558
"9118",584,1,11957.8861291011
"9119",584,1,12801.2167793333
"9120",695,1,13403.5959289957
"9121",584,1,12722.1527971634
"9122",695,1,13035.982511483
"9123",695,0,10129.3505712708
"9124",666,1,9867.89606580419
"9125",695,1,11538.4043581551
"9126",689,0,6239.87264381224
"9127",695,1,11428.4214683351
"9128",695,1,11689.261627454
"9129",695,1,11982.9695876917
"9130",584,1,9005.69287538308
"9131",695,1,9641.0654704494
"9132",584,1,9513.723137405
"9133",695,1,13707.3879275306
"9134",584,1,11975.3760047488
"9135",695,1,13387.6428276211
"9136",695,1,10824.2556389094
"9137",584,1,8136.2051493501
"9138",666,1,11260.8401477561
"9139",666,1,13379.1959346336
"9140",695,1,11157.2083667854
"9141",695,0,9999.21600095364
"9142",695,1,11256.8997634379
"9143",689,1,11018.0719985291
"9144",584,1,12694.5273599847
"9145",770,0,6964.38921502352
"9146",584,1,14030.6489243289
"9147",666,1,12078.1475338888
"9148",584,1,9538.86632927391
"9149",666,1,12517.0155649434
"9150",584,1,12424.2765295964
"9151",584,1,14865.1122719415
"9152",584,0,9768.34434923185
"9153",695,1,12495.684856768
"9154",584,1,10126.3929171381
"9155",584,1,10396.4355677559
"9156",584,1,12801.1045728726
"9157",770,0,11007.1178230128
"9158",584,1,11828.726160586
"9159",584,1,11933.1043967114
"9160",666,1,12070.390598925
"9161",695,0,8606.9717799554
"9162",584,1,14215.1485580427
"9163",859,0,11555.6601424513
"9164",584,1,8580.281067592
"9165",584,1,8317.30556753352
"9166",584,1,14421.5079972959
"9167",666,1,10758.6120829345
"9168",770,0,10022.3120478438
"9169",695,1,12436.248093859
"9170",584,1,10415.1859502796
"9171",584,1,14346.5429185114
"9172",695,1,10208.9590388993
"9173",695,0,10913.2610385068
"9174",695,0,10218.843014061
"9175",584,1,13409.5020671912
"9176",584,1,11164.6532185933
"9177",695,1,13827.575381348
"9178",859,0,5790.23493979139
"9179",695,1,11348.5082039893
"9180",584,1,9665.77813292601
"9181",770,0,8659.7916881861
"9182",584,1,16941.099526366
"9183",695,0,8955.30070903284
"9184",770,0,12681.1474131326
"9185",584,1,10450.3619487994
"9186",666,1,9901.21227904735
"9187",695,0,9644.54841091836
"9188",770,0,10209.0399018841
"9189",770,1,14347.8294884997
"9190",859,1,13595.5234460983
"9191",770,1,13377.0568807458
"9192",584,1,8417.62594229505
"9193",770,0,13289.9506423514
"9194",666,0,10290.9606218832
"9195",770,0,9276.25138839492
"9196",770,0,10431.5783837488
"9197",695,0,9848.87908874165
"9198",666,0,11016.1982817075
"9199",584,0,5236.40820811113
"9200",584,1,10561.2352588577
"9201",695,1,12956.8743124769
"9202",666,0,11282.4884754244
"9203",584,1,9169.9528176782
"9204",584,1,12556.3272874649
"9205",584,1,13015.0862940171
"9206",584,1,9252.44128533736
"9207",584,1,7745.2468669751
"9208",695,0,10430.1700732728
"9209",695,1,11831.6983354409
"9210",695,1,12973.3892314922
"9211",584,1,9795.17246580119
"9212",584,1,15541.4305695403
"9213",695,1,12971.6521274959
"9214",770,1,13005.5913569767
"9215",584,1,13520.3071525507
"9216",584,1,11326.8913396438
"9217",584,1,14337.5346841697
"9218",584,1,10041.8117129115
"9219",584,1,8903.96524059739
"9220",584,1,12908.2084648697
"9221",584,1,13030.4831184899
"9222",859,1,13667.3450675137
"9223",584,1,12276.2030297627
"9224",666,1,10984.4328092068
"9225",695,1,10347.6389952491
"9226",584,1,11330.7612248236
"9227",695,1,10952.0382355226
"9228",770,1,13706.33492053
"9229",584,0,8469.78911703092
"9230",770,0,9235.80683031187
"9231",770,1,11693.7173311738
"9232",666,0,8190.46217386263
"9233",584,1,10805.8199830711
"9234",666,0,10279.3853748063
"9235",666,0,8023.3900009635
"9236",584,1,10946.2149420811
"9237",695,0,8239.28996071169
"9238",770,0,10818.7383651893
"9239",695,1,10200.9975136562
"9240",770,1,13597.8961057111
"9241",584,1,14538.1645383197
"9242",584,1,10764.3798391756
"9243",584,1,12002.1095334619
"9244",584,1,6540.04601991415
"9245",666,0,7332.2169417477
"9246",695,0,7799.23705819515
"9247",584,1,9561.65767862962
"9248",584,1,10878.21326545
"9249",770,0,8222.58122673624
"9250",695,1,12422.411264244
"9251",666,1,9105.25939713379
"9252",666,1,14869.0432746725
"9253",859,0,3541.01907893276
"9254",770,0,11186.1336156251
"9255",770,1,13859.3759908012
"9256",666,1,10708.7931547806
"9257",770,0,8033.18740388648
"9258",695,0,8854.73463347026
"9259",584,1,11709.1019747412
"9260",584,0,8360.29282405816
"9261",584,1,11189.8046276915
"9262",666,0,9725.15260018591
"9263",584,1,11598.2943976393
"9264",584,0,7402.14823243696
"9265",584,1,8479.89254302195
"9266",584,1,13463.89307112
"9267",584,1,8164.67650309705
"9268",584,1,11575.5876142463
"9269",770,0,7059.43126463071
"9270",695,1,9493.48165494767
"9271",584,1,8881.90940784061
"9272",695,1,12813.0787416201
"9273",584,1,15341.701189148
"9274",584,1,7086.70225605349
"9275",666,1,11805.3294688985
"9276",695,0,9457.77811764745
"9277",770,0,10219.7452431287
"9278",584,1,12682.6956202052
"9279",695,1,11648.2546770164
"9280",584,0,7960.97505201954
"9281",695,0,9895.76050936978
"9282",584,1,6622.12893712281
"9283",584,1,11727.4221305387
"9284",584,1,9557.32091827786
"9285",584,1,12925.3866541977
"9286",584,1,11804.7482825547
"9287",584,1,12334.2380581032
"9288",695,1,17169.54185451
"9289",666,1,12779.0223776751
"9290",584,1,12887.5716563338
"9291",584,1,14264.7034843693
"9292",695,1,12506.2146221305
"9293",770,1,15145.9482531628
"9294",695,1,12444.0552722811
"9295",584,1,11550.9267431655
"9296",666,1,9354.72199814849
"9297",584,1,11450.9835438516
"9298",584,1,10354.1291031547
"9299",584,1,9209.67935463639
"9300",695,1,11740.0486677389
"9301",666,1,10201.5935712907
"9302",770,1,15232.0756093884
"9303",695,0,7733.55536542733
"9304",584,1,10186.2866977424
"9305",584,1,10174.9007312646
"9306",584,1,13059.8598508183
"9307",695,0,8314.62994212641
"9308",695,1,13597.4635205418
"9309",695,0,7896.35079716149
"9310",584,1,11746.8740315848
"9311",584,1,12806.1690984449
"9312",584,1,11862.10347291
"9313",584,1,9994.53627493241
"9314",695,1,16148.2770408381
"9315",695,0,7384.56611202039
"9316",584,1,11178.550296275
"9317",695,0,10391.3517890073
"9318",859,0,7096.67135336707
"9319",695,1,10912.0908778497
"9320",859,0,7128.70391498624
"9321",584,1,7199.63763488335
"9322",770,0,13089.1658074658
"9323",666,0,9440.48923937526
"9324",584,1,11444.6614937441
"9325",689,0,10071.6989725572
"9326",770,1,9873.83954416385
"9327",584,1,10065.4305337306
"9328",859,0,9842.70276623697
"9329",584,1,13042.3255010521
"9330",584,1,11432.8636358241
"9331",584,1,9207.62828562234
"9332",695,0,6868.62120637039
"9333",695,1,13061.8053941927
"9334",584,0,8493.83990208344
"9335",859,0,14269.0265052194
"9336",770,0,9247.84337587026
"9337",666,1,8031.28553889156
"9338",695,1,11306.674557138
"9339",695,0,10554.2659270966
"9340",859,0,14586.9068339914
"9341",695,0,9631.515192194
"9342",584,1,14913.4260694125
"9343",695,1,13823.1853319415
"9344",695,1,10513.0053510087
"9345",666,0,8221.42090930978
"9346",584,1,11908.2131114457
"9347",695,1,12062.80106497
"9348",584,1,11149.6537177436
"9349",584,1,11240.8444536069
"9350",584,1,12125.7402710168
"9351",695,0,9386.00305352596
"9352",584,1,10160.4322840264
"9353",584,1,12507.9214608251
"9354",695,0,8164.39362501377
"9355",770,1,11597.2504152832
"9356",584,1,11158.9430720013
"9357",695,0,10237.4084910476
"9358",695,0,8944.60060567144
"9359",695,0,8016.90402691405
"9360",584,1,13798.7865688881
"9361",666,1,15460.9727347961
"9362",584,1,13926.2722439746
"9363",584,1,10652.0551468024
"9364",584,1,10177.7930784197
"9365",695,1,11652.8284897211
"9366",695,1,10603.474119051
"9367",859,0,15078.7211887617
"9368",695,0,8868.60444374593
"9369",584,1,11896.7741141779
"9370",584,1,13262.6111087165
"9371",859,0,9250.7718603807
"9372",584,1,9997.58405498652
"9373",584,1,11396.5915249703
"9374",584,1,9393.27584385886
"9375",695,1,13821.0458317071
"9376",695,1,11887.4570004892
"9377",584,1,9729.25100401806
"9378",584,1,11870.2023791463
"9379",584,1,16763.7282934178
"9380",584,1,9842.51474874282
"9381",695,0,9648.61769273006
"9382",584,1,8523.03621769254
"9383",584,1,14120.1375155288
"9384",695,1,14909.5126415658
"9385",695,0,8374.09970943925
"9386",584,0,5617.61329781599
"9387",695,0,9229.88295415597
"9388",584,1,7436.36805092718
"9389",770,0,10319.2891840728
"9390",770,1,10529.2557225301
"9391",584,1,12749.320319069
"9392",859,0,13322.6682257016
"9393",695,0,7756.32823753199
"9394",666,1,14324.0528544276
"9395",695,1,14885.8613728373
"9396",695,0,8974.50392101553
"9397",859,0,12629.048045311
"9398",695,0,10999.7413464132
"9399",584,1,10315.1277376721
"9400",695,1,13482.3808279475
"9401",584,1,9753.42735207039
"9402",695,1,12146.8862076454
"9403",695,0,8043.89423253554
"9404",584,1,13317.4730559186
"9405",695,1,11271.303285137
"9406",584,1,11328.4535385929
"9407",859,0,7043.36141522711
"9408",584,1,10155.1038428242
"9409",770,0,9034.14857768932
"9410",695,0,9951.88698761973
"9411",584,1,14392.9172036379
"9412",584,1,8219.72547627182
"9413",695,0,11031.23203201
"9414",770,1,11049.9769955448
"9415",584,0,8971.47611530206
"9416",584,1,12459.4214771811
"9417",859,0,12319.9640871876
"9418",695,1,12987.571723424
"9419",695,0,4970.20540394495
"9420",666,1,11671.2681651521
"9421",770,0,11163.0641191887
"9422",666,1,11237.3931713185
"9423",695,1,13988.9068516785
"9424",695,0,9096.90104207139
"9425",584,1,11407.3254685912
"9426",859,1,12387.9638554302
"9427",695,1,10235.3788894616
"9428",859,0,7830.74449238802
"9429",695,0,8732.24712012518
"9430",859,0,10594.0661015648
"9431",695,1,12108.9634375757
"9432",584,1,12758.8714744539
"9433",695,1,10522.4118691149
"9434",695,1,12819.3224386407
"9435",770,0,9198.66414117304
"9436",695,0,10201.5549035986
"9437",584,1,13177.1096777075
"9438",666,1,9641.20612474974
"9439",584,0,6893.56001072867
"9440",666,1,12675.2601533944
"9441",584,1,12881.535345956
"9442",584,1,11808.6068277383
"9443",770,1,13095.0935169767
"9444",584,1,11862.6489651824
"9445",695,0,10034.8337367011
"9446",695,1,12108.0433646734
"9447",770,0,9023.99066753952
"9448",859,0,14019.2917804364
"9449",695,0,7810.93073254942
"9450",584,1,7526.30414496257
"9451",584,1,12902.1160202901
"9452",584,1,11174.9666371929
"9453",584,1,10615.5001763956
"9454",695,1,11816.4419788335
"9455",584,1,15047.8146877332
"9456",695,1,11206.4540642084
"9457",584,1,9584.22310676119
"9458",770,0,9796.09852644642
"9459",584,1,9540.18950657144
"9460",584,1,10373.8559418245
"9461",770,1,11980.4776400269
"9462",695,1,11484.9197088847
"9463",695,1,13280.6908795879
"9464",584,1,10490.7444798511
"9465",584,1,7875.49859967613
"9466",584,1,13142.8807918064
"9467",770,0,5769.15651590095
"9468",695,0,8015.45175586689
"9469",584,1,8268.64561994254
"9470",859,0,7794.1847120531
"9471",666,0,5115.90669500814
"9472",584,1,9968.59353377321
"9473",584,1,8420.12878053889
"9474",584,1,10394.3362799475
"9475",695,0,10038.224762658
"9476",770,0,10000.344158849
"9477",695,1,13282.7653871934
"9478",666,0,7033.46404427911
"9479",859,0,12543.5505084198
"9480",859,1,13214.0872781511
"9481",695,1,11772.8655470327
"9482",584,1,13051.5170979093
"9483",584,1,10357.8281509028
"9484",584,0,9656.27121194745
"9485",695,0,7068.55755669066
"9486",695,1,13786.3792123728
"9487",770,0,9930.91018122567
"9488",695,1,12976.1828427014
"9489",666,0,8353.17790462966
"9490",584,1,8151.50721702455
"9491",695,0,9180.50969865327
"9492",695,0,7837.29714637888
"9493",666,1,13558.3666913829
"9494",695,0,9407.53372497431
"9495",584,1,10465.8137317667
"9496",584,1,12852.4865367865
"9497",666,1,13129.7083470091
"9498",584,1,6791.58580233403
"9499",770,0,9708.80962055755
"9500",666,0,9797.78202503618
"9501",584,1,10601.2381517232
"9502",695,0,8793.52367203382
